time	V(vrec)
2.927829700687576e-006	2.221359e-004
2.964488558518956e-006	2.221677e-004
3.001147416350336e-006	2.221994e-004
3.051832065369048e-006	2.222478e-004
3.102516714387759e-006	2.222952e-004
3.153201363406471e-006	2.223419e-004
3.203886012425183e-006	2.223876e-004
3.254570661443895e-006	2.224325e-004
3.305255310462606e-006	2.224765e-004
3.355939959481318e-006	2.225197e-004
3.376677854977266e-006	2.225348e-004
3.397415750473214e-006	2.225480e-004
3.418153645969162e-006	2.225594e-004
3.438891541465110e-006	2.225689e-004
3.459629436961058e-006	2.225765e-004
3.480367332457006e-006	2.225823e-004
3.501105227952954e-006	2.225862e-004
3.501687250786230e-006	2.225863e-004
3.502269273619505e-006	2.225863e-004
3.502851296452780e-006	2.225864e-004
3.503433319286055e-006	2.225864e-004
3.504015342119330e-006	2.225865e-004
3.504597364952606e-006	2.225865e-004
3.505179387785881e-006	2.225866e-004
3.506243964957468e-006	2.225867e-004
3.507907572679974e-006	2.225868e-004
3.509504367486391e-006	2.225869e-004
3.510888861736481e-006	2.225870e-004
3.512036305793013e-006	2.225871e-004
3.512937911680586e-006	2.225873e-004
3.512976704555175e-006	2.225873e-004
3.513015497429765e-006	2.225873e-004
3.513054290304355e-006	2.225873e-004
3.513093083178945e-006	2.225873e-004
3.513131876053535e-006	2.225873e-004
3.513170668928125e-006	2.225873e-004
3.513209461802714e-006	2.225874e-004
3.513328408971954e-006	2.225874e-004
3.513367296682428e-006	2.225874e-004
3.513406184392902e-006	2.225874e-004
3.513445072103377e-006	2.225874e-004
3.513483959813851e-006	2.225875e-004
3.513522847524326e-006	2.225875e-004
3.513561735234800e-006	2.225875e-004
3.513600622945274e-006	2.225875e-004
3.513617356102957e-006	2.225875e-004
3.513634089260640e-006	2.225875e-004
3.513650822418323e-006	2.225875e-004
3.513667555576005e-006	2.225875e-004
3.513684288733688e-006	2.225875e-004
3.513701021891371e-006	2.225875e-004
3.513717755049053e-006	2.225876e-004
3.513779730269363e-006	2.225876e-004
3.513894138709191e-006	2.225877e-004
3.514006729494394e-006	2.225877e-004
3.514012362269581e-006	2.225877e-004
3.514017995044769e-006	2.225877e-004
3.514023627819956e-006	2.225877e-004
3.514029260595143e-006	2.225877e-004
3.514034893370330e-006	2.225877e-004
3.514040526145518e-006	2.225878e-004
3.514046158920705e-006	2.225878e-004
3.514062790969621e-006	2.225878e-004
3.514073196241604e-006	2.225878e-004
3.514083601513586e-006	2.225878e-004
3.514094006785569e-006	2.225878e-004
3.514104412057551e-006	2.225878e-004
3.514114817329534e-006	2.225878e-004
3.514125222601516e-006	2.225878e-004
3.514135627873499e-006	2.225878e-004
